Level,Hanzi,Pinyin,Sino_Vietnamese,Traditional,POS,Examples,Viet_Meaning,English_Meaning
7-9,骇人听闻,hàiréntīngwén,hãi nhân thính văn,駭人聽聞,,,sốc/kinh hoàng/tàn ác/khủng khiếp,shocking; horrifying; atrocious; terrible
7-9,害虫,hàichóng,hại trùng,害蟲,N,,côn trùng gây hại/sâu bọ,injurious insect; pest
7-9,害臊,hàisào,hại tao,害臊,,,e thẹn/cảm thấy xấu hổ,to be bashful; to feel ashamed
7-9,害羞,hàixiū,hại tu,害羞,,,nhút nhát/ngại ngùng/xấu hổ,shy; embarrassed; bashful
7-9,酣畅,hānchàng,hàm sướng,酣暢,Adj,,"không kiềm chế/vui vẻ không ức chế, đặc biệt khi uống rượu hoặc ngủ/uống thả ga","unrestrained; cheerful lack of inhibition, esp. for drinking or sleeping; to drink with abandon"
7-9,酣睡,hānshuì,hàm thụy,酣睡,V,,ngủ say/ngủ rất sâu,to sleep soundly; to fall into a deep sleep
7-9,含糊,hánhu,hàm hồ,含糊,Adj,,mơ hồ/mập mờ/cẩu thả/qua loa,ambiguous; vague; careless; perfunctory
7-9,含蓄,hánxù,hàm súc,含蓄,V/Adj,,"chứa/giữ/(về người hoặc phong cách, v.v.) dè dặt/kiềm chế/(về lời nói, bài viết) đầy ý nghĩa ẩn chứa/ngụ ý/phê bình kín đáo","to contain; to hold; (of a person or style etc) reserved; restrained; (of words, writings) full of hidden meaning; implicit; veiled (criticism)"
7-9,函授,hánshòu,hàm thụ,函授,V,,dạy học từ xa,to teach by correspondence
7-9,涵盖,hángài,hàm cái,涵蓋,V,,bao phủ/bao gồm/bao hàm,to cover; to comprise; to include
7-9,涵义,hányì,hàm nghĩa,涵義,N,,nội dung/nghĩa/hàm ý/ẩn ý,content; meaning; connotation; implication
7-9,罕见,hǎnjiàn,hãn kiến,罕見,Adj,,hiếm/hiếm khi thấy,rare; rarely seen
7-9,汗水,hànshuǐ,hãn thủy,汗水,N,,mồ hôi/chảy mồ hôi,sweat; perspiration
7-9,旱,hàn,hạn,旱,Adj,,hạn hán,drought
7-9,旱灾,hànzāi,hạn tai,旱災,N,,hạn hán,drought
7-9,捍卫,hànwèi,hãn vệ,捍衛,V,,bảo vệ/giữ gìn/bảo hộ,to defend; to uphold; to safeguard
7-9,焊,hàn,hàn,焊,V,,biến thể của 焊[han4],to weld; to solder
7-9,行家,hángjia,hành gia,行家,N,,người sành sỏi; chuyên gia; kỳ cựu,connoisseur; expert; veteran
7-9,行列,hángliè,hành liệt,行列,N,,"đội hình/mảng/(nghĩa bóng) hàng ngũ (như trong ""gia nhập hàng ngũ..."")","formation; array; (fig.) ranks (as in ""join the ranks of ..."")"
7-9,行情,hángqíng,hành tình,行情,N,,giá thị trường/báo giá thị trường/tình hình thị trường hiện tại,market price; quotation of market price; the current market situation
7-9,航海,hánghǎi,hàng hải,航海,V,,đi biển/dẫn đường hàng hải/chuyến hải trình,to sail the seas; maritime navigation; voyage
7-9,航天,hángtiān,hàng thiên,航天,V,,chuyến bay vào không gian,space flight
7-9,航天员,hángtiānyuán,hàng thiên viên,航天員,N,,phi hành gia,astronaut
7-9,航行,hángxíng,hàng hành,航行,V,,đi thuyền/bay/dẫn đường,to sail; to fly; to navigate
7-9,航运,hángyùn,hàng vận,航運,N,,vận tải hàng hải/vận chuyển,shipping; transport
7-9,毫不,háo bù,hào bất,毫不,,,hầu như không/không một chút nào/không hề,hardly; not in the least; not at all
7-9,毫不犹豫,háo bù yóuyù,hào bất do dự,毫不猶豫,,,không một chút do dự,without the slightest hesitation
7-9,毫无,háo wú,hào vô,毫無,,,không một chút nào/hoàn toàn thiếu,not in the least; to completely lack
7-9,豪华,háohuá,hào hoa,豪華,Adj,,sang trọng,luxurious
7-9,好比,hǎobǐ,hảo bỉ,好比,V,,giống như; có thể so sánh với,to be just like; can be compared to
7-9,好歹,hǎodǎi,hảo ngạt,好歹,N/Adv,,tốt và xấu/sự việc tồi tệ nhất/dù sao đi nữa/bất kể thế nào,good and bad; most unfortunate occurrence; in any case; whatever
7-9,好感,hǎogǎn,hảo cảm,好感,N,,ấn tượng tốt/cảm giác thiện cảm,good opinion; favorable impression
7-9,好坏,hǎohuài,hảo phôi,好壞,N,,tốt hay xấu/tốt và xấu/tiêu chuẩn; chất lượng/(khẩu ngữ) rất tệ,good or bad; good and bad; standard; quality; (coll.) very bad
7-9,好家伙,hǎojiāhuo,hảo gia hỏa,好家伙,Intj,,trời ơi!/ôi trời!/chết thật!,my God!; oh boy!; man!
7-9,好评,hǎopíng,hảo bình,好評,N,,lời phê bình tích cực/đánh giá tích cực,favorable criticism; positive evaluation
7-9,好说,hǎoshuō,hảo thuyết,好說,V,,dễ xử lý; không thành vấn đề/(đáp lời lịch sự) bạn quá khen,easy to deal with; not a problem; (polite answer) you flatter me
7-9,好笑,hǎoxiào,hảo tiếu,好笑,Adj,,buồn cười; vui nhộn; lố bịch,laughable; funny; ridiculous
7-9,好心,hǎoxīn,hảo tâm,好心,N,,lòng tốt/ý tốt,kindness; good intentions
7-9,好心人,hǎoxīnrén,hảo tâm nhân,好心人,N,,người tốt bụng/người Samaritan tốt,kindhearted person; good Samaritan
7-9,好意,hǎoyì,hảo ý,好意,N,,ý tốt/lòng tốt,good intention; kindness
7-9,好在,hǎozài,hảo tại,好在,Adv,,may mắn/thật may,luckily; fortunately
7-9,号称,hàochēng,hiệu xưng,號稱,V,,được biết đến như; được gọi là/được cho là/tuyên bố (thường phóng đại hoặc sai sự thật),to be known as; to be nicknamed; to be purportedly; to claim (often exaggeratedly or falsely)
7-9,好客,hàokè,hảo khách,好客,Adj,,hiếu khách/đối đãi khách tốt/thích có khách/thân thiện,hospitality; to treat guests well; to enjoy having guests; hospitable; friendly
7-9,好奇心,hàoqíxīn,hảo kì tâm,好奇心,N,,hứng thú với điều gì/tò mò/tính tò mò,interest in sth; curiosity; inquisitive
7-9,耗,hào,háo,耗,V,,lãng phí/tiêu tốn/tiêu thụ/phung phí/tin tức/(thông tục) trì hoãn/chần chừ,to waste; to spend; to consume; to squander; news; (coll.) to delay; to dilly-dally
7-9,耗费,hàofèi,háo phí,耗費,V,,lãng phí/tiêu tốn/tiêu thụ/phung phí,to waste; to spend; to consume; to squander
7-9,耗时,hàoshí,háo thì,耗時,V,,tốn thời gian/mất một khoảng (x thời gian),time-consuming; to take a period of (x amount of time)
7-9,浩劫,hàojié,hạo kiếp,浩劫,N,,tai họa/thảm họa/khải huyền,calamity; catastrophe; apocalypse
7-9,呵护,hēhù,ha hộ,呵護,V,,ban phước/nâng niu/chăm sóc cẩn thận/bảo tồn,to bless; to cherish; to take good care of; to conserve
7-9,禾苗,hémiáo,hòa miêu,禾苗,N,,cây mạ (lúa hoặc ngũ cốc khác)/LT:棵[ke1],seedling (of rice or other grain)
7-9,合唱,héchàng,hợp xướng,合唱,V,,hợp xướng/cùng hợp xướng,chorus; to chorus
7-9,合乎,héhū,hợp hồ,合乎,V,,phù hợp với; tuân theo,to accord with; to conform to
7-9,合伙,héhuǒ,hợp hỏa,合伙,V,,hành động cùng nhau/hợp tác kinh doanh,to act jointly; to form a partnership
7-9,合计,héjì,hợp kế,合計,V,,cộng tổng/tính tổng/xem xét,to add up the total; to figure what sth amounts to; to consider
7-9,合情合理,héqíng-hélǐ,hợp tình hợp lý,合情合理,,,hợp tình hợp lý (thành ngữ),reasonable and fair (idiom)
7-9,合影,héyǐng,hợp ảnh,合影,,,chụp ảnh chung/ảnh nhóm,to take a joint photo; group photo
7-9,合资,hézī,hợp tư,合資,V,,liên doanh,joint venture
7-9,合作社,hézuòshè,hợp tác xã,合作社,N,,"hợp tác xã/hợp tác xã công nhân hoặc nông nghiệp, v.v.",cooperative; workers' or agricultural producers' cooperative etc
7-9,何必,hébì,hà tất,何必,Adv,,không cần thiết/tại sao phải,there is no need; why should
7-9,何处,hé chù,hà xứ,何處,,,từ đâu/ở đâu,whence; where
7-9,何苦,hékǔ,hà khổ,何苦,Adv,,hà cớ gì phải bận tâm?/có đáng không?,why bother?; is it worth the trouble?
7-9,何况,hékuàng,hà huống,何況,Conj,,huống hồ/chưa kể đến/ngoài ra/hơn nữa,let alone; to say nothing of; besides; what's more
7-9,何时,hé shí,hà thì,何時,,,khi nào,when
7-9,和蔼,hé'ǎi,hòa ái,和藹,Adj,,hiền lành/tốt bụng/nhã nhặn,kindly; nice; amiable
7-9,和解,héjiě,hòa giải,和解,V,,giải quyết (tranh chấp ngoài tòa)/hòa giải/dàn xếp/trở nên hòa hợp,to settle (a dispute out of court); to reconcile; settlement; conciliation; to become reconciled
7-9,和睦,hémù,hòa mục,和睦,Adj,,quan hệ hòa bình/hài hòa,peaceful relations; harmonious
7-9,和平共处,hépíng gòngchǔ,hòa bình cộng xứ,和平共處,,,"chung sống hòa bình giữa các quốc gia, xã hội, v.v.","peaceful coexistence of nations, societies etc"
7-9,和气,héqi,hòa khí,和氣,Adj/N,,thân thiện/lịch sự/hoà nhã,friendly; polite; amiable
7-9,和尚,héshang,hòa thượng,和尚,N,,nhà sư Phật giáo,Buddhist monk
7-9,河流,héliú,hà lưu,河流,N,,sông/LT:條|条[tiao2],river
7-9,河畔,hépàn,hà bạn,河畔,N,,bờ sông/đồng bằng sông,riverside; river plain
7-9,荷花,héhuā,hà hoa,荷花,N,,hoa sen,lotus
7-9,核,hé,hạch,核,N,,biến thể của 核[he2]/điều tra,pit; stone; nucleus; nuclear; to examine; to check; to verify
7-9,核电站,hédiànzhàn,hạch điện trạm,核電站,N,,nhà máy điện hạt nhân,nuclear power plant
7-9,核对,héduì,hạch đối,核對,V,,kiểm tra/xác minh/kiểm toán/kiểm xét,to check; to verify; to audit; to examine
7-9,核能,hénéng,hạch năng,核能,N,,năng lượng hạt nhân,nuclear energy
7-9,核实,héshí,hạch thật,核實,V,,xác minh; kiểm tra,to verify; to check
7-9,核桃,hétao,hạch đào,核桃,N,,"quả óc chó/LT:個|个[ge4],棵[ke1]",walnut
7-9,核武器,héwǔqì,hạch vũ khí,核武器,N,,vũ khí hạt nhân,nuclear weapon
7-9,贺电,hèdiàn,hạ điện,賀電,N,,điện mừng,congratulatory telegram
7-9,贺信,hèxìn,hạ tín,賀信,N,,thư hoặc tin nhắn chúc mừng,congratulatory letter or message
7-9,喝彩,hècǎi,hát thải,喝彩,,,hoan hô/cổ vũ,to acclaim; to cheer
7-9,赫然,hèrán,hách nhiên,赫然,Adj,,một cách kinh ngạc/với cú sốc/đầy uy nghi/gây ấn tượng/một cách dữ dội (tức giận),with astonishment; with a shock; awe-inspiringly; impressively; furiously (angry)
7-9,鹤立鸡群,hèlìjīqún,hạc lập kê quần,鶴立雞群,,,hạc đứng giữa bầy gà (thành ngữ); vượt trội hẳn/thể hiện sự ưu việt,a crane in a flock of chicken (idiom); way above the common; manifestly superior
7-9,黑白,hēibái,hắc bạch,黑白,N,,đen và trắng/đúng và sai/đơn sắc,black and white; right and wrong; monochrome
7-9,黑客,hēikè,hắc khách,黑客,N,,hacker (máy tính) (từ mượn),hacker (computing) (loanword)
7-9,黑马,hēimǎ,hắc mã,黑馬,N,,ngựa ô/nghĩa bóng: người thắng không ngờ tới,dark horse; fig. unexpected winner
7-9,黑手,hēishǒu,hắc thủ,黑手,N,,(ví von) tác nhân xấu thao túng phía sau/bàn tay đen/(Đài Loan) thợ máy/lao động chân tay/công nhân lao động tay chân,(fig.) malign agent who manipulates from behind the scenes; hidden hand; (Tw) mechanic; blue-collar worker; manual laborer
7-9,黑心,hēixīn,hắc tâm,黑心,Adj/N,,tàn nhẫn và vô lương tâm/tâm địa độc ác đầy hận thù và ghen tuông/lõi đen (khuyết điểm trong đồ gốm),ruthless and lacking in conscience; vicious mind full of hatred and jealousy; black core (flaw in pottery)
7-9,嘿,hēi,hắc,嘿,Intj,,này,hey
7-9,痕迹,hénjì,ngân tích,痕跡,N,,dấu vết/vết tích/vết,vestige; mark; trace
7-9,恨不得,hènbude,hận bất đắc,恨不得,V,,ước gì có thể làm gì đó; tiếc rằng không thể; rất muốn làm gì đó,wishing one could do sth; to hate to be unable; itching to do sth
7-9,哼,hēng,hanh,哼,V,,rên/rú/hát ngâm/ngân nga/hừ!,to groan; to snort; to hum; to croon; humph!
7-9,横七竖八,héngqī-shùbā,hoành thất thụ bát,橫七豎八,,,lộn xộn/rối tung rối mù (thành ngữ),in disorder; at sixes and sevens (idiom)
7-9,横向,héngxiàng,hoành hướng,橫向,Adj,,nằm ngang/thuộc về trực giao/vuông góc/mang tính ngang/bắt chéo,horizontal; orthogonal; perpendicular; lateral; crosswise
7-9,横,hèng,hoành,橫,Adj,,hung dữ và vô lý/bất ngờ,"horizontal; across; crosswise; horizontal stroke (in Chinese characters); to place (sth) flat (on a surface); to cross (a river, etc); in a jumble; chaotic; (in fixed expressions) harsh and unreasonable; violent"
7-9,轰,hōng,oanh,轟,V/Phonetic,,nổ/vang/ầm ầm/tiếng động lớn/tấn công/đuổi đi/trục xuất,explosion; bang; boom; rumble; to attack; to shoo away; to expel
7-9,轰动,hōngdòng,oanh động,轟動,V,,gây chấn động/tạo náo động ở (một nơi)/sự xôn xao/tranh cãi,to cause a sensation; to create a stir in (a place); commotion; controversy
7-9,轰炸,hōngzhà,oanh tạc,轟炸,V,,ném bom/oanh tạc/LT:陣|阵[zhen4],to bomb; to bombard
7-9,哄,hōng,hống,哄,Phonetic,,huyên náo/ồn ào/hỗn loạn/quấy rối,roar of laughter (onom.); hubbub; to roar (as a crowd)
7-9,哄堂大笑,hōngtáng-dàxiào,hống đường đại tiếu,哄堂大笑,,,cả phòng cười ầm lên (thành ngữ),the whole room roaring with laughter (idiom)
7-9,烘干,hōnggān,hồng can,烘乾,V,,sấy khô bằng lò,to dry over a stove
7-9,烘托,hōngtuō,hồng thác,烘托,V,,nền (của bức tranh)/phông nền/một chi tiết làm nổi bật thứ khác/làm nổi bật (một cách có lợi),background (of a painting); backdrop; a foil (to set off something to advantage); to offset (something to advantage)
7-9,弘扬,hóngyáng,hoằng dương,弘揚,V,,nâng cao/quảng bá/làm phong phú,to enhance; to promote; to enrich
7-9,红灯,hóngdēng,hồng đăng,紅燈,N,,đèn đỏ,red light
7-9,红火,hónghuo,hồng hỏa,紅火,Adj,,thịnh vượng,prosperous
7-9,红扑扑,hóngpūpū,hồng phốc phốc,紅撲撲,Adj,,đỏ/hồng hào/ửng đỏ,red; rosy; flushed
7-9,红润,hóngrùn,hồng nhuận,紅潤,Adj,,hồng hào/hồng rực/đỏ hồng,ruddy; rosy; florid
7-9,红薯,hóngshǔ,hồng thự,紅薯,N,,khoai lang,sweet potato
7-9,红眼,hóngyǎn,hồng nhãn,紅眼,V,,trở nên tức giận/thấy đỏ mắt/ghen tị/thèm muốn/đau mắt đỏ (viêm kết mạc)/chuyến bay đêm/(nhiếp ảnh) hiệu ứng mắt đỏ,to become infuriated; to see red; envious; jealous; covetous; pink eye (conjunctivitis); red-eye (flight)(photography) red eye
7-9,宏观,hóngguān,hoành quan,宏觀,Adj,,vĩ mô/thuộc về vĩ mô/toàn diện,macro-; macroscopic; holistic
7-9,宏伟,hóngwěi,hoành vĩ,宏偉,Adj,,lớn lao/ấn tượng/nguy nga,grand; imposing; magnificent
7-9,洪亮,hóngliàng,hồng lượng,洪亮,Adj,,to và rõ/rền vang,loud and clear; resonant
7-9,哄,hǒng,hống,哄,V,,huyên náo/ồn ào/hỗn loạn/quấy rối,roar of laughter (onom.); hubbub; to roar (as a crowd)
7-9,哄,hòng,hống,鬨,V,,huyên náo/ồn ào/hỗn loạn/quấy rối,roar of laughter (onom.); hubbub; to roar (as a crowd)
7-9,喉咙,hóulóng,hầu lung,喉嚨,N,,cổ họng,the throat
7-9,吼,hǒu,hống,吼,V,,gầm/rú/hét/gầm rú của động vật/gầm lên vì tức giận,to roar; to howl; to shriek; roar or howl of an animal; bellow of rage
7-9,后备,hòubèi,hậu bị,後備,Adj/N,,dự bị; dự phòng,reserve; backup
7-9,后备箱,hòubèixiāng,hậu bị tương,後備箱,N,,cốp xe/thùng xe (ô tô),trunk; boot (of a car)
7-9,后代,hòudài,hậu đại,後代,N,,hậu duệ; con cháu/đời sau; các thời đại sau; các thế hệ sau,descendant; progeny; posterity; later ages; later generations
7-9,后盾,hòudùn,hậu thuẫn,後盾,N,,hỗ trợ/chống lưng,support; backing
7-9,后顾之忧,hòugùzhīyōu,hậu cố chi ưu,後顧之憂,,,"nỗi lo lắng phía sau (thành ngữ); lo lắng gia đình (cản trở hành động tự do)/lo lắng về hậu quả tương lai/thường trong biểu đạt phủ định, nghĩa là ""không lo lắng gì cả""","fears of trouble in the rear (idiom); family worries (obstructing freedom of action); worries about the future consequences; often in negative expressions, meaning ""no worries about anything"""
7-9,后期,hòuqī,hậu kỳ,後期,N,,giai đoạn sau/giai kỳ sau,late stage; later period
7-9,后勤,hòuqín,hậu cần,後勤,N,,hậu cần,logistics
7-9,后人,hòurén,hậu nhân,後人,N,,thế hệ sau,later generation
7-9,后台,hòutái,hậu thai,後台,N,,khu vực hậu trường/người hỗ trợ phía sau/(tin học) phần hậu cảnh/chạy nền,backstage area; behind-the-scenes supporter; (computing) back-end; background
7-9,后退,hòutuì,hậu thối,後退,V,,lùi lại; rút lui; thoái lui; rút về,to recoil; to draw back; to fall back; to retreat
7-9,后续,hòuxù,hậu tục,後續,Adj,,"theo sau, tiếp nối/(phương ngữ) tái hôn",follow-up; (dialect) to remarry
7-9,后遗症,hòuyízhèng,hậu di chứng,後遺症,N,,(y học) di chứng/ảnh hưởng còn sót lại/(nghĩa bóng) hậu quả/dư âm,(medicine) sequelae; residual effects; (fig.) repercussions; aftermath
7-9,后裔,hòuyì,hậu duệ,後裔,N,,hậu duệ,descendant
7-9,后者,hòuzhě,hậu giả,後者,N,,cái sau,the latter
7-9,厚道,hòudao,hậu đạo,厚道,Adj,,tốt bụng và thật thà/rộng lượng/chân thành,kind and honest; generous; sincere
7-9,厚度,hòudù,hậu độ,厚度,N,,độ dày,thickness
7-9,候选人,hòuxuǎnrén,hậu tuyển nhân,候選人,N,,ứng cử viên/LT:名[ming2],candidate
7-9,呼风唤雨,hūfēng-huànyǔ,hô phong hoán vũ,呼風喚雨,,,gọi gió gọi mưa (thành ngữ); thi triển phép thuật/nghĩa bóng: gây rắc rối,to call the wind and summon the rain (idiom); to exercise magical powers; fig. to stir up troubles
7-9,呼唤,hūhuàn,hô hoán,呼喚,V,,gọi to (tên v.v.)/hô hào,to call out (a name etc); to shout
7-9,呼救,hūjiù,hô cứu,呼救,V,,kêu cứu,to call for help
7-9,呼声,hūshēng,hô thanh,呼聲,N,,"tiếng hô/hàm ý ý kiến hoặc yêu cầu, đặc biệt là của một nhóm","a shout; fig. opinion or demand, esp. expressed by a group"
7-9,呼应,hūyìng,hô ứng,呼應,V,,tuân theo/vang lại/tương quan tốt/(ngôn ngữ học) sự hòa hợp,to conform (with); to echo; to correlate well; (linguistics) agreement
7-9,呼吁,hūyù,hô hu,呼籲,V,,kêu gọi (ai đó làm gì)/kêu gọi/tuyên bố kêu gọi,to call on (sb to do sth); to appeal (to); an appeal
7-9,忽高忽低,hūgāo-hūdī,hốt cao hốt đê,忽高忽低,,,lúc tăng vọt lúc giảm mạnh,alternately soaring and plunging
7-9,忽悠,hūyou,hốt du,忽悠,V,,lắc/lung lay/lóe lên (ví dụ: ánh sáng phản chiếu trên nước)/phấp phới (ví dụ: cờ)/lừa ai đó làm gì/lừa gạt/lừa bịp,to rock; to sway; to flicker (e.g. of lights reflected on water); to flutter (e.g. of a flag); to trick sb into doing sth; to dupe; to con
7-9,胡闹,húnào,hồ nháo,胡鬧,V,,hành động tùy tiện và gây náo loạn/gây rắc rối,to act willfully and make a scene; to make trouble
7-9,胡说,húshuō,hồ thuyết,胡說,V/N,,nói nhảm/nói bậy,to talk nonsense; drivel
7-9,胡思乱想,húsī-luànxiǎng,hồ tư loạn tưởng,胡思亂想,,,mải mê với những ảo tưởng (thành ngữ)/để cho trí tưởng tượng bay xa,to indulge in flights of fancy (idiom); to let one's imagination run wild
7-9,湖泊,húpō,hồ bạc,湖泊,N,,hồ,lake
7-9,糊,hú,hồ,糊,V,,cháo loãng/(trong 糊口[hu2 kou3]) tự nuôi sống mình,variant of 糊
7-9,糊,hú,hồ,餬,V,,cháo loãng/(trong 糊口[hu2 kou3]) tự nuôi sống mình,variant of 糊
7-9,糊涂,hútu,hồ đồ,糊塗,Adj,,mơ hồ/ngốc nghếch/bối rối,muddled; silly; confused
7-9,互补,hùbǔ,hỗ bổ,互補,V,,bổ sung cho nhau/bổ trợ lẫn nhau,complementary; to complement each other
7-9,互访,hùfǎng,hỗ phóng,互訪,V,,thăm viếng lẫn nhau,exchange visits
7-9,互信,hùxìn,hỗ tín,互信,V,,tin tưởng lẫn nhau,mutual trust
7-9,互助,hùzhù,hỗ trợ,互助,V,,hỗ trợ lẫn nhau,"Huzhu Tuzu autonomous county in Haidong prefecture 海东地区, Qinghai"
7-9,护理,hùlǐ,hộ lý,護理,V,,chăm sóc/chăm nom và bảo vệ,to nurse; to tend and protect
7-9,花瓣,huābàn,hoa biện,花瓣,N,,cánh hoa/LT:片[pian4],petal
7-9,花卉,huāhuì,hoa hủy,花卉,N,,hoa và cây cảnh,flowers and plants
7-9,花纹,huāwén,hoa văn,花紋,N,,thiết kế trang trí,decorative design
7-9,花样,huāyàng,hoa dạng,花樣,N,,mẫu/một cách làm gì đó/mánh khóe/mưu mẹo/phong cách cầu kỳ (như trong 花樣滑冰|花样滑冰[hua1 yang4 hua2 bing1] trượt băng nghệ thuật),pattern; way of doing sth; trick; ruse; fancy-style (as in 花样滑冰 figure skating)
7-9,划算,huásuàn,hoa toán,划算,V/Adj,,tính toán/cân nhắc (lợi và hại)/xem là có lợi/đáng giá/đáng đồng tiền/hiệu quả chi phí,to calculate; to weigh (pros and cons); to view as profitable; worthwhile; value for money; cost-effective
7-9,华丽,huálì,hoa lệ,華麗,Adj,,rực rỡ,gorgeous
7-9,华侨,huáqiáo,hoa kiều,華僑,N,,"Hoa kiều/người Hoa hải ngoại/(theo nghĩa hẹp) người Trung Quốc di cư nhưng vẫn giữ quốc tịch Trung Quốc/LT:個|个[ge4],位[wei4],名[ming2]",overseas Chinese; (in a restricted sense) Chinese emigrant who still retains Chinese nationality
7-9,华裔,huáyì,hoa duệ,華裔,N,,"người Hoa/gốc Hoa, quốc tịch không phải Trung Quốc",ethnic Chinese; non-Chinese citizen of Chinese ancestry
7-9,哗变,huábiàn,hoa biến,嘩變,V,,binh biến/nổi loạn,mutiny; rebellion
7-9,哗然,huárán,hoa nhiên,譁然,Adj,,biến thể của 嘩然|哗然[hua2 ran2],in uproar; commotion; causing a storm of protest; tumultuous
7-9,滑冰,huábīng,hoạt băng,滑冰,V,,trượt băng,to skate; skating
7-9,滑稽,huájī,hoạt kê,滑稽,Adj,,"hài hước; vui nhộn; gây cười (cách đọc cũ [gu3 ji1])/huaji, một hình thức biểu diễn hài kịch phổ biến ở Thượng Hải, Giang Tô và Chiết Giang","comical; funny; amusing (old pr. [gǔ jī]); huaji, a form of comedy performance popular in Shanghai, Jiangsu and Zhejiang"
7-9,滑梯,huátī,hoạt thê,滑梯,N,,ván trượt (cho trẻ em)/cầu trượt,(children's) sliding board; a slide
7-9,滑雪,huáxuě,hoạt tuyết,滑雪,V,,trượt tuyết/môn trượt tuyết,to ski; skiing
7-9,化肥,huàféi,hóa phì,化肥,N,,phân bón,fertilizer
7-9,化身,huàshēn,hóa thân,化身,N,,hoá thân/chuyển kiếp/hiện thân (ý tưởng trừu tượng)/nhân cách hoá,incarnation; reincarnation; embodiment (of abstract idea); personification
7-9,化纤,huàxiān,hóa tiêm,化纖,N,,sợi tổng hợp,synthetic fiber
7-9,化险为夷,huàxiǎnwéiyí,hóa hiểm vi di,化險為夷,,,biến nguy thành an (thành ngữ); tránh được tai họa,to turn peril into safety (idiom); to avert disaster
7-9,化验,huàyàn,hóa nghiệm,化驗,V,,xét nghiệm hóa học/làm xét nghiệm lab,chemical examination; to do a lab test
7-9,化妆,huàzhuāng,hóa trang,化妝,,,trang điểm,to put on makeup
7-9,划时代,huàshídài,hoa thì đại,劃時代,Adj,,mang tính thời đại,epoch-marking
7-9,画册,huàcè,hoạch sách,畫冊,N,,tập tranh,picture album
7-9,画龙点睛,huàlóng-diǎnjīng,hoạch long điểm tình,畫龍點睛,,,vẽ rồng thêm mắt (thành ngữ); ý nói thêm nét chấm phá quan trọng/phần cốt lõi làm cho sự việc trở nên sống động/vài lời để làm rõ ý,to paint a dragon and dot in the eyes (idiom); fig. to add the vital finishing touch; the crucial point that brings the subject to life; a few words to clinch the point
7-9,画蛇添足,huàshé-tiānzú,hoạch xà thiêm túc,畫蛇添足,,,vẽ rắn thêm chân (thành ngữ); làm hỏng kết quả bằng cách thêm vào điều không cần thiết/làm quá mức,lit. draw legs on a snake (idiom); fig. to ruin the effect by adding sth superfluous; to overdo it
7-9,画展,huàzhǎn,hoạch triển,畫展,N,,triển lãm nghệ thuật,art exhibition
7-9,话费,huàfèi,thoại phí,話費,N,,cước phí cuộc gọi,call charge
7-9,话筒,huàtǒng,thoại đồng,話筒,N,,microphone/ống nghe (điện thoại)/loa/phát ngôn viên; người đại diện,microphone; (telephone) receiver; handset
7-9,话语,huàyǔ,thoại ngữ,話語,N,,từ ngữ/lời nói/phát ngôn/diễn ngôn,words; speech; utterance; discourse
7-9,怀抱,huáibào,hoài bão,懷抱,V/N,,"ôm ấp/trân trọng/trong vòng tay (gia đình)/ôm lấy (cũng nghĩa bóng như lý tưởng, khát vọng v.v.)","to hug; to cherish; within the bosom (of the family); to embrace (also fig. an ideal, aspiration etc)"
7-9,怀旧,huáijiù,hoài cựu,懷舊,V,,cảm thấy hoài niệm/hoài niệm,to feel nostalgic; nostalgia
7-9,怀里,huái li,hoài lý,懷裡,,,vòng tay/ngực,embrace; bosom
7-9,怀孕,huáiyùn,hoài dựng,懷孕,,,mang thai/đã thụ thai/sự có thai/thai kỳ,pregnant; to have conceived; gestation; pregnancy
7-9,怀着,huáizhe,hoài khán,懷著,,,"mang theo (tâm trạng), ôm ấp",Be with
7-9,槐树,huáishù,hòe thụ,槐樹,N,,cây hoè (Sophora japonica),locust tree (Sophora japonica)
7-9,坏事,huàishì,phôi sự,壞事,N,,điều xấu; việc xấu/phá hỏng việc,bad thing; misdeed; to ruin things
7-9,欢呼,huānhū,hoan hô,歡呼,V,,cổ vũ cho/hoan hô,to cheer for; to acclaim
7-9,欢聚,huānjù,hoan tụ,歡聚,V,,tụ họp giao lưu/ăn mừng/tiệc tùng/lễ kỷ niệm,to get together socially; to celebrate; party; celebration
7-9,欢快,huānkuài,hoan khoái,歡快,Adj,,vui vẻ và nhẹ nhàng/sôi nổi,cheerful and lighthearted; lively
7-9,欢声笑语,huānshēng-xiàoyǔ,hoan thanh tiếu ngữ,歡聲笑語,,,tiếng cười vui vẻ,cheers and laughter
7-9,还款,huán kuǎn,hoàn khoản,還款,,,hoàn trả/trả tiền,repayment; to pay back money
7-9,还原,huányuán,hoàn nguyên,還原,,,khôi phục về trạng thái ban đầu/tái dựng (một sự kiện)/phản ứng khử (hoá học),to restore to the original state; to reconstruct (an event); reduction (chemistry)
7-9,环球,huánqiú,hoàn cầu,環球,V,,vòng quanh thế giới/toàn cầu,around the world; worldwide
7-9,环绕,huánrào,hoàn nhiễu,環繞,V,,bao quanh/quay quanh/xoay quanh,to surround; to circle; to revolve around
7-9,缓,huǎn,hoãn,緩,V,,chậm/từ tốn/chậm chạp/dần dần/không căng thẳng/thư giãn/trì hoãn/câu giờ/ngăn chặn/hồi phục/phục hồi,slow; unhurried; sluggish; gradual; not tense; relaxed; to postpone; to defer; to stall; to stave off; to revive; to recuperate
